Panelist ID,Sex code,Date of birth,Marital status,Household status,Working status,Terminal age of education,Life stage,Ethnic Origin,Disability,No of TV Sets,No of VCRs,No of PVRs,No of DVDs,No of People,Social Class,Presence of Children,Demographic cell 1,Number of DVD Recorders,Number of DVD Players,Number of Sky PVRs,Number of other PVRs,Broadband,Mosaic Classification,Aire@Morning,Aire@Daytime,Aire@Early Fringe,Aire@Late Fringe,Aire@Prime,Aire@Late Night,Aire@Overnight,Cable@Morning,Cable@Daytime,Cable@Early Fringe,Cable@Late Fringe,Cable@Prime,Cable@Late Night,Cable@Overnight,Deportes@Morning,Deportes@Daytime,Deportes@Early Fringe,Deportes@Late Fringe,Deportes@Prime,Deportes@Late Night,Deportes@Overnight,Infantil@Morning,Infantil@Daytime,Infantil@Early Fringe,Infantil@Late Fringe,Infantil@Prime,Infantil@Late Night,Infantil@Overnight
003628901,2,1966-05-01,1,2,4,2,11,01,003,01,0,1,1,03,C1,1,07,0,1,0,1,1,099,1210.00,2163.00,463.00,710.00,435.00,145.00,29.00,115.00,463.00,105.00,324.00,377.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
005423201,2,1994-04-01,2,4,2,2,08,01,003,02,0,2,2,03,C1,4,03,0,2,2,0,1,039,398.00,448.00,470.00,480.00,761.00,55.00,44.00,124.00,504.00,171.00,592.00,555.00,47.00,8.00,29.00,88.00,172.00,290.00,330.00,0.00,0.00,29.00,221.00,185.00,106.00,22.00,0.00,1.00
003578102,1,1952-09-01,1,1,1,3,07,01,003,02,0,2,0,02,AB,1,07,0,0,1,1,1,054,175.00,0.00,2.00,536.00,39.00,0.00,547.00,0.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
003495102,2,1974-05-01,1,1,1,2,09,01,003,02,0,2,0,04,C2,3,06,0,0,2,0,1,030,19.00,86.00,24.00,219.00,322.00,130.00,0.00,390.00,666.00,147.00,146.00,744.00,23.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,436.00,501.00,195.00,1.00,1.00,0.00,0.00
005081006,1,1962-06-01,2,1,1,2,11,06,003,02,0,2,1,06,C2,1,08,0,1,2,0,1,059,0.00,0.00,74.00,36.00,51.00,46.00,0.00,0.00,0.00,11.00,136.00,54.00,0.00,0.00,0.00,0.00,101.00,43.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
005157202,2,1959-09-01,1,2,4,2,07,01,003,03,0,1,2,02,C1,1,09,0,2,0,1,1,011,1.00,2395.00,1819.00,2641.00,2527.00,268.00,0.00,1.00,1390.00,530.00,248.00,1509.00,1173.00,151.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
004033702,2,1948-09-01,2,1,4,1,12,01,003,02,0,2,2,02,E ,1,10,0,2,0,2,1,055,610.00,2026.00,549.00,489.00,2991.00,596.00,167.00,133.00,954.00,637.00,221.00,1343.00,165.00,60.00,0.00,101.00,192.00,3.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
004134603,2,1995-06-01,2,1,5,4,01,01,003,04,0,1,1,04,AB,1,07,0,1,0,1,1,031,318.00,452.00,223.00,816.00,748.00,0.00,180.00,145.00,488.00,24.00,170.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
003737002,2,1979-05-01,1,2,4,2,09,01,003,02,0,0,0,03,C2,3,06,0,0,0,0,1,065,1146.00,1868.00,421.00,792.00,518.00,449.00,0.00,80.00,832.00,524.00,135.00,2444.00,321.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
000579701,1,1952-10-01,2,4,4,2,06,01,001,01,0,1,0,01,E ,1,10,0,0,0,1,1,042,154.00,4013.00,3439.00,2137.00,1089.00,2.00,17.00,0.00,0.00,0.00,331.00,114.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
003328702,2,1980-06-01,1,2,4,2,09,01,003,01,0,1,1,07,AB,7,05,0,1,0,0,1,021,0.00,142.00,41.00,0.00,288.00,0.00,0.00,37.00,383.00,7.00,59.00,817.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.00,55.00,81.00,25.00,0.00,26.00
003630303,1,2000-09-01,2,1,5,4,01,01,002,03,0,2,2,03,C1,1,07,0,2,2,0,1,016,6.00,19.00,0.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
004040301,2,1963-02-01,2,4,2,2,06,01,002,02,1,2,0,01,D ,1,08,0,0,2,0,1,064,98.00,491.00,1183.00,1042.00,884.00,129.00,124.00,244.00,1672.00,620.00,478.00,2563.00,1104.00,62.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
005420003,2,2013-09-01,2,1,5,4,99,01,003,01,0,0,0,04,E ,4,04,0,0,0,0,1,053,380.00,8.00,36.00,138.00,108.00,0.00,0.00,1072.00,2280.00,602.00,259.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
003014302,2,1968-03-01,1,1,1,3,05,01,003,01,0,0,1,02,C2,1,08,0,1,0,0,1,099,217.00,334.00,50.00,106.00,344.00,0.00,0.00,115.00,2126.00,130.00,511.00,216.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
000929804,2,2013-03-01,2,1,5,4,99,01,003,02,0,1,0,03,E ,3,06,0,0,1,0,1,099,2.00,17.00,4.00,101.00,0.00,0.00,0.00,12.00,82.00,9.00,9.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,151.00,293.00,203.00,341.00,0.00,9.00,145.00
005268501,2,1992-10-01,2,4,1,3,02,01,003,01,0,0,0,01,C1,1,01,0,0,0,0,1,012,2.00,1.00,217.00,189.00,325.00,18.00,0.00,51.00,0.00,0.00,2.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
002273201,2,1938-09-01,2,4,4,1,06,01,002,01,0,1,1,01,D ,1,10,0,1,0,1,1,055,0.00,2284.00,1074.00,2573.00,1898.00,51.00,0.00,5.00,1176.00,433.00,133.00,301.00,5.00,34.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
005447706,2,1997-07-01,2,1,5,4,10,06,003,01,0,1,1,07,C2,5,06,0,1,1,0,1,045,0.00,162.00,21.00,0.00,248.00,0.00,0.00,257.00,21.00,63.00,27.00,402.00,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
002675401,2,1943-04-01,1,2,4,2,07,01,003,02,0,2,0,02,C2,1,10,0,0,0,2,1,006,34.00,933.00,1488.00,857.00,1574.00,48.00,0.00,807.00,1519.00,827.00,768.00,1161.00,50.00,225.00,0.00,133.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
003433501,2,1977-02-01,2,1,1,3,04,06,003,01,0,1,0,01,E ,1,10,0,0,1,0,1,058,1.00,41.00,68.00,0.00,392.00,41.00,0.00,555.00,740.00,367.00,187.00,908.00,96.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,206.00,348.00,9.00,170.00,4.00,0.00,0.00
001602701,2,1943-09-01,2,4,4,1,12,01,001,01,1,0,1,02,E ,1,08,0,1,0,0,1,051,62.00,837.00,2460.00,1374.00,168.00,0.00,0.00,225.00,436.00,0.00,39.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
001990602,1,1961-09-01,1,3,1,2,11,01,003,03,0,1,2,03,AB,1,07,0,2,0,1,1,020,0.00,78.00,241.00,475.00,1497.00,78.00,0.00,0.00,23.00,0.00,38.00,162.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
001787201,2,1947-10-01,2,4,4,1,06,01,001,01,0,1,0,01,D ,1,10,0,0,0,1,1,048,140.00,1472.00,880.00,1704.00,2096.00,96.00,0.00,14.00,1151.00,712.00,995.00,1768.00,205.00,0.00,0.00,68.00,6.00,2.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
002868401,1,1959-03-01,2,3,1,2,12,01,003,01,0,1,0,02,C1,1,07,0,0,1,0,1,056,726.00,1339.00,416.00,755.00,1704.00,490.00,346.00,16.00,531.00,186.00,199.00,1330.00,309.00,81.00,30.00,590.00,217.00,94.00,65.00,73.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
003623601,2,1954-03-01,2,4,4,3,06,01,003,02,0,0,1,01,E ,1,10,0,1,0,0,2,050,991.00,1744.00,404.00,993.00,1602.00,187.00,134.00,2764.00,5056.00,1840.00,1366.00,1288.00,140.00,202.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
004198802,2,1961-01-01,1,2,4,2,11,01,003,04,0,2,1,04,C2,1,08,1,0,0,2,1,016,21.00,1064.00,134.00,228.00,569.00,336.00,0.00,8.00,80.00,2.00,0.00,141.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
003972002,2,1932-12-01,1,1,4,2,07,01,003,01,0,1,0,02,AB,1,09,0,0,0,1,2,013,78.00,3907.00,5077.00,1614.00,1926.00,37.00,0.00,0.00,103.00,0.00,0.00,112.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
003224501,1,1983-03-01,1,3,1,3,03,13,003,03,0,0,1,04,AB,1,01,0,1,0,0,1,003,0.00,850.00,209.00,78.00,0.00,0.00,0.00,0.00,320.00,0.00,173.00,107.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
000072501,2,1943-09-01,1,2,4,1,07,01,002,02,0,1,0,02,C2,1,10,0,0,0,1,2,016,30.00,357.00,1065.00,1112.00,1937.00,14.00,0.00,34.00,1.00,12.00,27.00,215.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
005164301,2,1952-03-01,2,4,4,3,06,01,003,01,0,0,1,01,AB,1,09,0,1,0,0,1,099,859.00,910.00,1457.00,1831.00,700.00,6.00,0.00,54.00,407.00,685.00,346.00,722.00,38.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
003502802,2,1949-01-01,1,2,2,3,07,01,003,02,1,1,1,02,AB,1,07,0,1,0,1,1,013,316.00,1393.00,745.00,1765.00,2026.00,1.00,0.00,0.00,0.00,16.00,1.00,118.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
001027201,2,1946-10-01,2,4,4,2,06,01,002,01,0,1,1,01,AB,1,09,0,1,0,1,1,099,0.00,905.00,1095.00,1940.00,1642.00,298.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
003537501,2,1976-01-01,1,2,4,2,10,01,003,04,0,0,2,05,C2,5,06,0,2,0,0,1,017,773.00,1217.00,97.00,843.00,580.00,18.00,0.00,0.00,77.00,223.00,227.00,1030.00,65.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
003966002,1,1975-01-01,1,1,1,3,08,01,003,01,0,1,0,04,C1,3,05,0,0,0,1,1,018,356.00,9.00,49.00,18.00,23.00,6.00,102.00,6.00,4.00,13.00,64.00,0.00,15.00,20.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
004119901,2,1952-07-01,1,4,4,2,07,01,003,01,0,1,1,02,AB,1,07,0,1,1,0,1,013,0.00,66.00,272.00,1176.00,1399.00,6.00,0.00,0.00,0.00,20.00,2.00,39.00,0.00,0.00,0.00,0.00,141.00,42.00,112.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
004218301,2,1961-06-01,1,1,2,1,07,01,003,02,0,1,1,02,C2,1,08,0,1,0,1,1,032,447.00,172.00,35.00,133.00,1329.00,0.00,13.00,99.00,437.00,59.00,3.00,0.00,6.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
003495104,2,2011-08-01,2,1,5,4,99,01,003,02,0,2,0,04,C2,3,06,0,0,2,0,1,030,0.00,16.00,0.00,40.00,47.00,0.00,0.00,109.00,337.00,11.00,27.00,63.00,0.00,0.00,0.00,81.00,0.00,0.00,0.00,0.00,0.00,154.00,796.00,21.00,23.00,0.00,0.00,0.00
001263302,1,1933-01-01,1,4,4,2,07,01,003,02,0,1,2,01,C1,1,09,0,2,1,0,2,024,0.00,412.00,121.00,2151.00,2129.00,0.00,190.00,0.00,267.00,0.00,0.00,0.00,0.00,0.00,0.00,405.00,0.00,135.00,476.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
005369701,2,1977-04-01,1,2,2,2,10,01,003,04,0,2,2,04,C2,5,06,0,2,2,0,1,029,0.00,12.00,216.00,211.00,1857.00,20.00,11.00,0.00,0.00,21.00,151.00,569.00,36.00,0.00,0.00,0.00,2.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
003376501,2,1964-06-01,1,2,2,2,11,01,003,04,0,1,1,03,C2,1,08,0,1,1,0,1,015,138.00,1025.00,483.00,977.00,1174.00,0.00,52.00,0.00,239.00,44.00,3.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
005405501,1,1995-03-01,1,3,1,3,03,01,003,01,0,0,0,02,C1,1,01,0,0,0,0,1,099,0.00,431.00,0.00,266.00,387.00,3.00,0.00,106.00,0.00,0.00,53.00,90.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
001333001,2,1966-06-01,1,2,2,3,11,01,003,01,1,1,0,06,AB,1,07,0,0,1,0,1,014,0.00,258.00,268.00,426.00,1807.00,6.00,0.00,0.00,0.00,0.00,399.00,755.00,0.00,0.00,0.00,0.00,103.00,42.00,37.00,0.00,0.00,0.00,0.00,0.00,82.00,0.00,0.00,0.00
001136602,2,1928-04-01,2,4,4,2,06,01,002,02,0,0,2,01,AB,1,09,0,2,0,0,2,008,268.00,2723.00,2165.00,3410.00,3059.00,0.00,0.00,9.00,67.00,27.00,29.00,107.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
003240803,2,2009-06-01,2,1,5,4,99,01,003,02,0,1,2,05,C1,4,03,0,2,1,0,1,046,144.00,84.00,46.00,380.00,28.00,0.00,0.00,232.00,64.00,93.00,251.00,482.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,94.00,8.00,0.00,62.00,0.00,0.00,0.00
004167805,2,1993-09-01,2,1,1,3,10,01,003,01,0,0,1,05,E ,5,06,0,1,0,0,1,014,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,221.00,0.00,8.00,25.00,38.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
003471104,1,2013-07-01,2,1,5,4,99,01,003,03,0,2,0,04,C2,3,06,0,0,2,0,1,064,167.00,0.00,0.00,0.00,9.00,0.00,0.00,257.00,252.00,277.00,113.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,868.00,999.00,263.00,108.00,257.00,14.00,604.00
005250001,2,1969-03-01,2,4,1,2,11,01,003,02,0,0,0,02,C2,1,08,0,0,0,0,1,039,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
003215401,1,1942-02-01,2,4,2,3,06,01,003,01,0,1,0,01,AB,1,07,0,0,0,1,1,055,651.00,2947.00,221.00,1713.00,2122.00,526.00,3.00,870.00,1422.00,278.00,222.00,480.00,128.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
003812305,1,2010-01-01,2,1,5,4,99,10,003,01,0,1,0,05,D ,7,06,0,0,1,0,1,039,0.00,5.00,45.00,20.00,0.00,0.00,0.00,48.00,83.00,9.00,50.00,53.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1210.00,970.00,997.00,786.00,168.00,0.00,0.00
003165102,2,1947-01-01,1,1,4,1,07,01,003,02,0,0,1,02,E ,1,10,0,1,0,0,2,049,1609.00,2971.00,1522.00,2820.00,2732.00,2295.00,4764.00,2400.00,3319.00,621.00,281.00,2295.00,1100.00,4819.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
003527101,2,1950-07-01,2,4,4,1,06,01,002,01,0,0,1,01,D ,1,10,0,1,0,0,2,052,382.00,3368.00,1620.00,3045.00,1712.00,0.00,57.00,6.00,1348.00,476.00,405.00,734.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,45.00,0.00,0.00,0.00,0.00,0.00
002081102,1,1928-08-01,1,3,4,3,07,01,001,01,0,0,1,02,AB,1,09,0,1,0,0,1,014,0.00,0.00,135.00,2130.00,1512.00,0.00,0.00,0.00,0.00,66.00,147.00,218.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
005383202,2,1976-02-01,1,2,1,2,08,01,003,03,0,1,1,04,D ,2,04,0,1,0,1,1,042,240.00,21.00,104.00,2.00,344.00,8.00,11.00,58.00,50.00,31.00,0.00,1.00,0.00,0.00,3.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
004095901,2,1984-01-01,1,2,2,3,03,10,003,01,0,0,1,02,AB,1,01,0,1,0,0,1,064,14.00,61.00,0.00,162.00,979.00,152.00,80.00,92.00,8.00,0.00,0.00,270.00,46.00,82.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
000260901,1,1939-08-01,1,3,4,3,07,01,003,01,0,1,0,02,AB,1,09,0,0,0,1,1,007,0.00,147.00,657.00,390.00,2384.00,33.00,0.00,0.00,0.00,0.00,0.00,513.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
000254705,1,1977-10-01,1,1,1,2,05,01,003,02,0,2,1,02,AB,1,01,0,1,2,0,1,030,1.00,0.00,118.00,138.00,378.00,0.00,55.00,0.00,0.00,18.00,35.00,432.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
003062801,2,1978-05-01,1,4,2,2,09,01,003,01,0,1,1,04,AB,7,05,0,1,0,1,1,023,27.00,33.00,68.00,288.00,876.00,49.00,0.00,0.00,204.00,0.00,27.00,177.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00
005268304,1,2013-06-01,2,1,5,4,99,03,003,01,0,1,1,05,AB,4,03,0,1,0,1,1,026,0.00,25.00,181.00,2216.00,1137.00,46.00,0.00,62.00,1846.00,667.00,1110.00,531.00,38.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,344.00,839.00,112.00,147.00,10.00,0.00,0.00
004096402,1,1970-04-01,1,3,1,3,10,01,003,02,0,0,2,03,C1,5,05,0,2,0,0,1,012,365.00,243.00,182.00,716.00,1524.00,13.00,0.00,79.00,28.00,110.00,559.00,328.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.00,0.00,0.00,0.00,0.00,0.00,0.00
005152204,1,2008-08-01,2,1,5,4,99,11,003,02,0,2,0,04,C1,7,05,0,0,2,0,1,036,114.00,159.00,69.00,349.00,353.00,6.00,58.00,130.00,123.00,444.00,219.00,297.00,4.00,187.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
005372902,2,1995-03-01,1,2,1,3,03,01,003,01,0,1,0,02,C2,1,02,0,0,1,0,1,099,435.00,1162.00,294.00,354.00,390.00,16.00,0.00,461.00,787.00,166.00,692.00,353.00,0.00,24.00,102.00,126.00,119.00,171.00,245.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
005151502,1,2000-12-01,2,1,5,4,09,01,003,02,0,2,2,03,E ,3,06,0,2,2,0,1,099,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
005432802,1,1991-05-01,1,1,4,3,08,14,003,02,0,1,1,04,C1,4,03,0,1,0,0,1,048,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,134.00,0.00,0.00,0.00,0.00,0.00
005301201,1,1994-06-01,1,3,1,2,08,01,003,02,0,1,0,03,C2,2,04,0,0,1,0,1,042,53.00,0.00,0.00,77.00,508.00,0.00,0.00,161.00,94.00,5.00,401.00,329.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,413.00,304.00,166.00,43.00,35.00,67.00,0.00
005036402,1,1992-06-01,1,3,1,2,08,01,003,01,0,1,1,04,D ,4,04,0,1,0,1,1,048,1.00,193.00,0.00,536.00,1088.00,93.00,0.00,63.00,568.00,24.00,0.00,44.00,0.00,0.00,0.00,0.00,0.00,0.00,59.00,0.00,0.00,5.00,52.00,0.00,0.00,0.00,3.00,20.00
003283801,2,1944-09-01,2,4,4,1,06,01,003,01,0,1,0,01,E ,1,10,0,0,0,1,1,029,0.00,1970.00,1461.00,1354.00,356.00,0.00,0.00,0.00,308.00,164.00,119.00,177.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
003544502,2,1989-04-01,2,1,1,3,01,10,003,01,0,0,1,02,C1,1,07,0,1,0,0,1,035,0.00,272.00,0.00,0.00,0.00,0.00,0.00,0.00,67.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
005340502,2,1974-11-01,2,2,1,3,04,01,003,01,0,1,1,02,D ,1,02,0,1,1,0,1,048,1546.00,1694.00,705.00,1796.00,1618.00,334.00,8.00,191.00,737.00,177.00,96.00,1686.00,781.00,34.00,15.00,320.00,53.00,104.00,39.00,29.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
004156601,1,1967-03-01,2,4,2,2,04,01,003,01,0,1,0,01,C2,1,08,0,0,0,1,1,011,361.00,228.00,94.00,752.00,1230.00,509.00,0.00,81.00,1179.00,617.00,2204.00,3175.00,1382.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
003353603,2,1988-07-01,2,1,1,2,01,01,003,03,0,0,0,03,D ,1,08,0,0,0,0,1,039,0.00,0.00,0.00,27.00,49.00,0.00,0.00,0.00,16.00,0.00,15.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
003925402,1,1940-09-01,1,3,4,1,07,01,003,02,0,1,0,02,AB,1,09,0,0,0,1,1,008,262.00,332.00,161.00,416.00,118.00,0.00,0.00,32.00,108.00,174.00,141.00,311.00,0.00,0.00,0.00,6.00,48.00,18.00,66.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
004122502,1,1969-03-01,1,3,1,3,11,10,003,01,0,1,0,03,AB,1,07,0,0,1,0,1,099,128.00,0.00,509.00,210.00,1615.00,151.00,54.00,1.00,17.00,2.00,29.00,149.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
009012801,2,1966-04-01,2,4,1,2,04,05,003,02,0,1,0,01,C1,1,07,0,0,0,1,1,026,664.00,1331.00,343.00,772.00,933.00,15.00,210.00,684.00,1829.00,379.00,188.00,1052.00,271.00,110.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
004007004,1,2006-12-01,2,1,5,4,99,01,003,04,1,1,3,05,C1,7,05,0,3,1,0,1,015,106.00,96.00,291.00,566.00,380.00,0.00,0.00,381.00,469.00,83.00,5.00,0.00,0.00,0.00,24.00,34.00,27.00,15.00,0.00,0.00,0.00,180.00,41.00,57.00,0.00,0.00,0.00,0.00
001554507,2,2011-07-01,2,1,5,4,99,01,003,03,0,2,1,04,C1,3,05,0,1,1,1,1,042,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,290.00,55.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,0.00,0.00,0.00,0.00
005299603,1,2005-12-01,2,1,5,4,99,01,003,02,0,0,0,03,AB,5,05,0,0,0,0,1,011,0.00,0.00,198.00,829.00,387.00,0.00,0.00,0.00,0.00,1.00,133.00,73.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
004055002,1,1987-07-01,9,9,9,9,99,99,999,02,0,0,0,02,E ,1,02,0,0,0,0,1,055,0.00,156.00,0.00,0.00,201.00,0.00,0.00,0.00,0.00,50.00,6.00,61.00,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
000864502,2,1952-12-01,2,4,4,2,06,01,003,02,0,2,1,01,C1,1,09,1,0,2,0,1,008,2124.00,1944.00,2728.00,1820.00,1533.00,0.00,116.00,0.00,76.00,0.00,34.00,207.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
