Sex code,Date of birth,Marital status,Household status,Ethnic Origin,Disability,No of TV Sets,No of VCRs,No of PVRs,No of DVDs,Social Class,Presence of Children,Number of DVD Recorders,Number of DVD Players,Number of Sky PVRs,Number of other PVRs,Broadband,Aire@Morning,Aire@Daytime,Aire@Early Fringe,Aire@Late Fringe,Aire@Prime,Aire@Late Night,Aire@Overnight,Cable@Morning,Cable@Daytime,Cable@Early Fringe,Cable@Late Fringe,Cable@Prime,Cable@Late Night,Cable@Overnight,Deportes@Morning,Deportes@Daytime,Deportes@Early Fringe,Deportes@Late Fringe,Deportes@Prime,Deportes@Late Night,Deportes@Overnight,Infantil@Morning,Infantil@Daytime,Infantil@Early Fringe,Infantil@Late Fringe,Infantil@Prime,Infantil@Late Night,Infantil@Overnight
1,1988-08-01,2,4,1,3,2,0,1,1,AB,1,0,1,0,1,1,0.0,743.0,155.0,826.0,864.0,68.0,0.0,0.0,401.0,53.0,435.0,400.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1964-08-01,1,2,1,3,2,0,2,1,C1,1,0,1,2,0,1,294.0,1409.0,818.0,1556.0,2044.0,11.0,142.0,89.0,415.0,214.0,49.0,747.0,0.0,12.0,66.0,202.0,200.0,84.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2007-08-01,2,1,1,3,2,0,1,2,C2,5,0,2,0,1,1,1.0,269.0,67.0,414.0,241.0,0.0,0.0,21.0,89.0,7.0,33.0,230.0,0.0,0.0,0.0,0.0,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1955-12-01,1,3,1,3,2,0,1,1,C2,1,0,1,0,1,2,872.0,1371.0,1630.0,1129.0,891.0,382.0,140.0,20.0,170.0,262.0,71.0,28.0,17.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1980-06-01,1,1,1,3,1,0,0,1,AB,4,1,0,0,0,1,21.0,91.0,185.0,375.0,1698.0,106.0,0.0,233.0,346.0,402.0,135.0,664.0,90.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,4.0,5.0,19.0,11.0
2,1974-11-01,1,4,1,3,1,0,1,0,AB,3,0,0,0,1,1,93.0,40.0,332.0,985.0,1567.0,124.0,0.0,185.0,184.0,136.0,775.0,839.0,181.0,20.0,0.0,51.0,2.0,2.0,108.0,1.0,0.0,61.0,240.0,91.0,16.0,6.0,0.0,0.0
1,1945-11-01,1,3,1,3,2,0,2,2,C1,1,0,2,0,2,1,0.0,264.0,264.0,575.0,1305.0,353.0,0.0,0.0,50.0,7.0,182.0,650.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
1,2011-12-01,2,1,14,3,2,0,0,1,E ,7,0,1,0,0,1,62.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,11.0,10.0,0.0,0.0
1,1945-04-01,1,1,1,3,3,0,1,3,D ,1,0,3,1,0,1,1239.0,5716.0,1476.0,3465.0,1202.0,4.0,1123.0,3267.0,1515.0,1460.0,617.0,1265.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2001-10-01,2,1,1,3,2,0,2,1,C1,5,0,1,2,0,1,49.0,102.0,0.0,352.0,78.0,0.0,0.0,0.0,0.0,0.0,41.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1965-08-01,1,2,1,3,2,0,1,0,C1,5,0,0,1,0,1,1883.0,4485.0,1808.0,1751.0,2617.0,1047.0,592.0,323.0,966.0,316.0,708.0,1776.0,974.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,2000-12-01,2,1,1,3,4,0,0,2,C2,5,0,2,0,0,1,0.0,0.0,93.0,1.0,0.0,0.0,0.0,0.0,70.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1985-08-01,1,2,1,3,1,0,1,0,C1,1,0,0,0,0,1,0.0,171.0,181.0,268.0,236.0,318.0,56.0,21.0,287.0,151.0,188.0,1084.0,259.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1972-05-01,1,2,1,3,5,1,1,1,C2,1,0,1,1,0,1,104.0,470.0,35.0,64.0,32.0,0.0,0.0,0.0,24.0,26.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1977-12-01,1,3,1,3,2,0,2,1,AB,3,0,1,2,0,1,29.0,63.0,34.0,249.0,662.0,0.0,0.0,77.0,34.0,2.0,4.0,203.0,10.0,28.0,0.0,161.0,205.0,611.0,372.0,0.0,0.0,245.0,177.0,15.0,228.0,7.0,0.0,0.0
2,1953-11-01,2,4,1,3,1,0,1,1,E ,1,0,1,1,0,2,921.0,1983.0,1587.0,1835.0,1224.0,15.0,0.0,726.0,2348.0,731.0,702.0,1656.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2011-02-01,2,1,1,3,2,0,2,0,C1,3,0,0,0,2,1,1.0,0.0,25.0,0.0,0.0,0.0,0.0,33.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,82.0,1.0,1.0,0.0,0.0,0.0,0.0
1,1977-07-01,1,3,2,3,2,0,2,0,C1,1,0,0,1,2,1,614.0,255.0,171.0,315.0,402.0,430.0,60.0,242.0,474.0,150.0,217.0,741.0,301.0,91.0,32.0,10.0,6.0,8.0,65.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1943-05-01,1,4,1,3,1,0,1,1,C1,1,0,1,0,1,1,0.0,3.0,187.0,1041.0,2783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1983-09-01,2,4,9,3,1,0,0,0,AB,1,0,0,0,0,1,0.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2,1965-07-01,2,4,1,3,3,0,1,2,C1,5,0,2,0,1,1,119.0,480.0,103.0,417.0,586.0,41.0,0.0,0.0,195.0,26.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1975-07-01,1,2,1,3,3,0,1,2,AB,3,0,2,0,1,1,14.0,66.0,1987.0,1880.0,3042.0,20.0,24.0,0.0,2.0,6.0,50.0,427.0,0.0,0.0,103.0,1186.0,399.0,63.0,158.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1,1973-02-01,2,1,1,3,4,0,1,3,C2,1,0,3,1,0,1,0.0,354.0,29.0,330.0,192.0,79.0,0.0,0.0,38.0,0.0,73.0,97.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1963-12-01,1,2,1,3,2,0,0,2,AB,1,0,2,0,0,1,0.0,233.0,1.0,179.0,664.0,0.0,0.0,3.0,561.0,167.0,358.0,595.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1944-03-01,1,3,1,2,1,0,0,0,E ,1,0,0,0,0,1,0.0,33.0,1682.0,1380.0,1149.0,85.0,0.0,0.0,7.0,26.0,10.0,642.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,9.0,10.0,0.0,14.0
2,1970-01-01,1,2,8,3,1,0,0,0,C1,7,0,0,0,0,1,0.0,267.0,192.0,872.0,986.0,0.0,0.0,0.0,0.0,1.0,11.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1992-01-01,1,2,1,3,2,0,0,2,C2,1,0,2,0,0,1,14.0,3.0,180.0,183.0,389.0,36.0,0.0,0.0,226.0,76.0,187.0,274.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1989-12-01,1,1,6,3,1,0,1,0,AB,1,0,0,1,0,1,0.0,0.0,11.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1952-04-01,2,4,1,3,1,0,0,0,C1,1,0,0,0,0,1,0.0,485.0,351.0,483.0,1592.0,284.0,1.0,0.0,547.0,1568.0,2334.0,2166.0,222.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1977-04-01,1,3,10,3,1,0,0,0,C2,4,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0
2,1936-06-01,1,2,1,3,2,0,2,1,E ,1,0,1,0,2,1,0.0,2097.0,2370.0,1743.0,2299.0,6.0,0.0,0.0,311.0,112.0,733.0,561.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1957-07-01,1,3,1,3,2,0,1,0,C2,1,0,0,0,1,1,649.0,1666.0,939.0,1367.0,1544.0,54.0,105.0,100.0,537.0,553.0,285.0,392.0,76.0,38.0,0.0,711.0,290.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1956-01-01,2,4,1,3,1,0,0,1,AB,1,0,1,0,0,1,0.0,484.0,308.0,3154.0,2345.0,0.0,0.0,0.0,0.0,0.0,223.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1946-11-01,1,4,1,3,1,0,1,0,C1,1,0,0,0,1,1,5.0,1635.0,152.0,34.0,956.0,24.0,0.0,0.0,46.0,0.0,11.0,172.0,0.0,0.0,0.0,248.0,292.0,306.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1973-03-01,1,3,1,3,2,1,1,1,AB,3,0,1,1,0,1,0.0,139.0,79.0,23.0,480.0,71.0,0.0,226.0,244.0,313.0,107.0,614.0,104.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,71.0,126.0,205.0,2.0,0.0,0.0
1,1942-04-01,1,3,1,3,2,0,1,0,AB,1,0,0,0,1,1,0.0,290.0,1090.0,2875.0,2685.0,52.0,0.0,0.0,87.0,29.0,44.0,1004.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1953-03-01,1,3,14,3,2,0,1,1,C2,1,0,1,1,0,1,1694.0,903.0,472.0,260.0,1767.0,1443.0,3390.0,300.0,1850.0,775.0,789.0,2256.0,581.0,851.0,131.0,1231.0,323.0,447.0,799.0,1.0,0.0,94.0,79.0,55.0,0.0,0.0,0.0,0.0
2,1995-04-01,2,1,9,3,1,0,0,0,C2,5,0,0,0,0,1,0.0,30.0,28.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2009-03-01,2,1,1,3,2,0,0,1,AB,7,0,1,0,0,1,0.0,49.0,1.0,111.0,127.0,0.0,0.0,2.0,1.0,18.0,22.0,144.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1974-06-01,2,1,1,3,1,0,1,1,C1,1,0,1,1,0,2,273.0,1662.0,183.0,176.0,1608.0,237.0,381.0,3846.0,2824.0,0.0,6.0,3235.0,1177.0,1161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2002-09-01,2,1,6,2,2,0,2,1,D ,7,0,1,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,17.0,0.0,0.0,0.0,0.0,0.0,10.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1949-01-01,2,4,1,2,1,0,1,1,E ,1,0,1,0,1,2,112.0,3037.0,1718.0,2245.0,2329.0,567.0,152.0,18.0,456.0,221.0,376.0,503.0,484.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1981-08-01,2,2,1,3,2,0,1,2,D ,1,0,2,1,0,1,3.0,206.0,138.0,352.0,26.0,0.0,18.0,649.0,2563.0,216.0,228.0,55.0,3.0,0.0,151.0,612.0,199.0,113.0,113.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2009-10-01,2,1,1,3,2,0,1,1,C1,3,0,1,0,1,1,8.0,275.0,0.0,0.0,114.0,106.0,52.0,300.0,460.0,196.0,268.0,183.0,0.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1985-09-01,1,2,1,3,1,0,0,1,C2,3,0,1,0,0,1,0.0,215.0,0.0,445.0,1006.0,7.0,0.0,0.0,0.0,0.0,27.0,57.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1973-12-01,1,2,10,3,3,0,0,0,C1,3,0,0,0,0,1,484.0,313.0,262.0,585.0,1256.0,395.0,5.0,1.0,6.0,10.0,134.0,1438.0,391.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,140.0,0.0,0.0,0.0
1,1938-03-01,1,3,1,3,2,0,1,2,C1,1,0,2,0,1,1,2039.0,2825.0,2134.0,1921.0,2936.0,192.0,56.0,0.0,51.0,12.0,3.0,118.0,298.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1,1973-07-01,1,3,1,3,2,0,0,1,C1,3,0,1,0,0,1,33.0,268.0,12.0,85.0,601.0,190.0,83.0,0.0,1.0,3.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1991-07-01,1,3,1,3,2,0,0,0,C2,2,0,0,0,0,1,0.0,1778.0,1190.0,818.0,1823.0,691.0,48.0,0.0,457.0,362.0,253.0,80.0,251.0,486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1987-08-01,1,4,1,3,2,0,0,1,AB,1,0,1,0,0,1,714.0,362.0,182.0,794.0,1685.0,127.0,9.0,68.0,165.0,69.0,157.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,0.0,25.0,8.0,0.0,0.0
2,1983-07-01,1,2,1,3,4,0,1,1,D ,4,0,1,1,0,1,5.0,7.0,112.0,882.0,786.0,0.0,0.0,0.0,32.0,197.0,183.0,295.0,100.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,34.0,2.0,0.0,0.0,0.0
2,2012-11-01,2,1,1,3,1,0,1,1,C1,4,0,1,0,1,1,119.0,0.0,80.0,98.0,0.0,0.0,0.0,150.0,477.0,57.0,51.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2005-04-01,2,1,1,3,2,0,0,1,C1,5,0,1,0,0,1,0.0,0.0,0.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1942-07-01,2,4,1,3,1,0,0,1,E ,1,0,1,0,0,2,0.0,1037.0,2256.0,1937.0,1951.0,1.0,0.0,0.0,30.0,0.0,0.0,1390.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1966-04-01,1,3,1,3,1,0,0,1,AB,5,0,1,0,0,1,254.0,982.0,145.0,162.0,2083.0,103.0,45.0,13.0,107.0,11.0,1.0,278.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1938-03-01,1,3,1,1,2,0,1,0,C1,1,0,0,1,0,1,370.0,570.0,424.0,814.0,690.0,0.0,0.0,0.0,0.0,0.0,2.0,45.0,0.0,0.0,114.0,124.0,0.0,30.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1963-09-01,2,4,1,3,1,0,0,1,C1,5,0,1,0,0,1,267.0,1713.0,427.0,1125.0,2685.0,469.0,72.0,28.0,1646.0,588.0,815.0,1519.0,890.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1947-12-01,2,4,1,3,2,0,1,1,E ,1,0,1,1,0,1,2567.0,5207.0,795.0,3989.0,1074.0,81.0,2714.0,0.0,192.0,650.0,628.0,3899.0,1268.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2001-05-01,2,1,1,3,3,0,1,1,C1,5,0,1,1,0,1,0.0,0.0,0.0,33.0,238.0,0.0,0.0,3.0,2.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1954-10-01,1,3,1,3,2,0,0,0,AB,1,0,0,0,0,1,209.0,355.0,158.0,316.0,816.0,475.0,0.0,35.0,271.0,29.0,55.0,1101.0,463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1961-07-01,1,2,1,3,2,0,0,2,AB,1,1,1,0,0,1,0.0,249.0,216.0,432.0,1194.0,188.0,0.0,0.0,0.0,38.0,146.0,1407.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1993-11-01,1,3,1,3,1,0,0,0,C1,1,0,0,0,0,1,10.0,42.0,0.0,17.0,201.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,41.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1940-12-01,2,3,1,3,1,0,1,0,D ,1,0,0,0,1,2,0.0,1350.0,1390.0,1475.0,1555.0,1.0,0.0,0.0,0.0,30.0,435.0,1585.0,17.0,5.0,0.0,24.0,53.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1985-04-01,1,3,1,3,1,0,1,1,AB,2,0,1,0,1,1,908.0,361.0,666.0,349.0,1316.0,16.0,0.0,8.0,136.0,41.0,19.0,385.0,10.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,196.0,0.0,36.0,0.0,0.0,0.0
2,1986-02-01,2,1,1,3,2,1,2,2,C1,1,0,2,2,0,1,0.0,112.0,87.0,664.0,1864.0,37.0,0.0,0.0,0.0,0.0,158.0,220.0,12.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1934-09-01,2,4,1,3,1,0,1,1,AB,1,0,1,0,1,1,0.0,772.0,932.0,522.0,1842.0,13.0,0.0,0.0,0.0,0.0,0.0,278.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2001-01-01,2,1,1,3,1,0,1,1,AB,5,0,1,0,1,1,0.0,634.0,388.0,168.0,286.0,0.0,0.0,0.0,6.0,0.0,63.0,58.0,0.0,0.0,0.0,4.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1965-11-01,1,3,1,3,2,0,1,2,C1,1,0,2,0,1,1,597.0,376.0,470.0,821.0,1398.0,114.0,61.0,0.0,22.0,0.0,134.0,533.0,0.0,0.0,162.0,451.0,205.0,263.0,557.0,126.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2012-08-01,2,1,1,3,1,0,0,0,C1,3,0,0,0,0,1,199.0,282.0,414.0,183.0,101.0,69.0,78.0,206.0,192.0,141.0,42.0,126.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,0.0,21.0,0.0,0.0,0.0
1,1985-08-01,2,1,1,3,2,1,0,0,AB,1,0,0,0,0,1,0.0,63.0,0.0,3.0,209.0,31.0,0.0,0.0,35.0,0.0,54.0,102.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1942-04-01,1,1,1,2,2,0,1,2,D ,1,0,2,0,1,2,1172.0,3096.0,539.0,2086.0,1723.0,866.0,965.0,516.0,1080.0,207.0,82.0,797.0,558.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1984-10-01,1,4,1,3,3,0,0,0,C2,3,0,0,0,0,1,38.0,0.0,232.0,244.0,169.0,3.0,0.0,26.0,91.0,6.0,7.0,1509.0,696.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2,2011-09-01,2,1,1,3,1,0,0,0,C1,4,0,0,0,0,1,109.0,281.0,42.0,187.0,0.0,0.0,0.0,193.0,231.0,162.0,430.0,58.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,292.0,281.0,35.0,0.0,0.0,0.0
2,1954-04-01,2,4,1,3,1,0,1,1,C2,1,0,1,1,0,1,0.0,972.0,1397.0,2249.0,1882.0,355.0,17.0,0.0,1143.0,54.0,59.0,574.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1,1957-11-01,1,3,1,3,2,0,2,2,D ,1,0,2,2,0,1,0.0,678.0,620.0,764.0,825.0,38.0,0.0,29.0,512.0,40.0,111.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1928-04-01,2,4,1,3,1,0,1,0,AB,1,0,0,0,1,2,0.0,280.0,2889.0,964.0,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2007-04-01,2,1,1,3,2,0,2,1,C2,7,1,0,0,2,1,0.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1957-07-01,1,2,1,3,1,0,1,1,D ,1,0,1,0,1,1,678.0,665.0,888.0,1493.0,2651.0,6.0,0.0,25.0,66.0,13.0,1143.0,1043.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1990-08-01,1,3,1,3,1,0,1,0,C2,2,0,0,0,1,1,562.0,161.0,0.0,70.0,2.0,0.0,782.0,0.0,146.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
2,1946-10-01,1,2,1,3,2,0,1,0,C1,1,0,0,1,0,1,135.0,358.0,24.0,83.0,177.0,14.0,0.0,92.0,77.0,13.0,11.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1948-02-01,1,3,1,3,1,0,1,1,AB,1,0,1,0,1,1,0.0,205.0,198.0,178.0,615.0,0.0,0.0,0.0,4.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1941-02-01,1,1,5,3,2,1,0,1,AB,1,0,1,0,0,1,0.0,781.0,998.0,1333.0,88.0,0.0,0.0,0.0,1977.0,600.0,766.0,711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1986-03-01,1,4,1,3,1,0,1,1,C1,1,0,1,0,1,1,0.0,7.0,0.0,65.0,191.0,36.0,0.0,127.0,69.0,229.0,34.0,655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1961-01-01,1,3,1,2,2,0,1,2,D ,1,0,2,1,0,1,511.0,2540.0,4453.0,1386.0,1423.0,28.0,0.0,0.0,246.0,4.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,11.0,0.0,0.0,5.0,31.0
1,1930-07-01,1,3,1,1,1,0,0,1,AB,1,0,1,0,0,1,0.0,2132.0,1664.0,2895.0,3127.0,0.0,0.0,0.0,145.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2,1987-05-01,1,4,1,3,1,0,0,1,C2,1,0,1,0,0,1,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1946-01-01,1,2,1,3,2,0,0,0,AB,1,0,0,0,0,1,331.0,927.0,873.0,1639.0,785.0,0.0,191.0,0.0,791.0,186.0,479.0,1057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2013-02-01,2,1,1,3,3,0,1,2,AB,3,0,2,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,67.0,172.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
